network,station,lat,lon,dist,tP,tS
CN,ILON,69.3712,-81.8243,79.55571963157496,727.1456588903417,1329.5329093696107
CN,INK,68.3065,-133.5254,72.2028137608686,685.1452122816784,1248.4943332939977
CN,LLLB,50.609,-121.8815,89.12386771384361,775.5870051265015,1424.7964973829132
CN,LZB,48.6122,-123.824,89.91228697764294,779.2550085771845,1432.0994651895016
CN,MCMB1,52.8217,-123.819,86.64355647895484,763.7287084121738,1401.2622266383114
CN,MOBC,53.1437,-131.9663,83.1133752837736,745.9989945717483,1366.3475787472444
CN,NLLB,49.2271,-123.9882,89.36679152736582,776.7213963495865,1427.0560397979802
CN,OZB,48.9612,-125.4978,88.94027898056265,774.7265084487104,1423.08320796382
CN,PHC,50.7067,-127.433,86.80413055560244,764.5115931992365,1402.8113981446286
CN,RES,74.6892,-94.8962,73.6286779281731,693.6043178394532,1264.717270002728
CN,RUBB,54.3262,-130.2523,82.98530009980487,745.3372626058589,1365.0502874427052
CN,SHB,49.5985,-123.8771,89.12402554219305,775.5877437118654,1424.797968183918
CN,WHY,60.6597,-134.8825,76.81123899442434,711.9419811901051,1300.0517173494388
CN,WSLR,50.1266,-122.9212,89.0968120221912,775.4603633653006,1424.54430892669
CN,YKW1,62.4822,-114.4843,81.70897196802161,738.6734701520508,1352.0065135830066
CN,YKW2,62.4337,-114.6038,81.72058896491022,738.7346960227264,1352.126169380197
CN,YKW3,62.5616,-114.6099,81.61090359495425,738.1561880762268,1350.9957083143643
CN,YKW4,62.4925,-114.7432,81.63645373344471,738.2910308159509,1351.2591769530022
GE,APE,37.068901,25.5306,62.98804248276126,626.887337461757,1137.9265463819304
GE,BKNI,0.3262,101.039597,30.75538275788043,375.40678608803324,679.4665904222716
GE,BRNL,52.427799,13.358,65.93149522801296,646.1688332279906,1174.309080379724
GE,CART,37.5868,-1.0012,81.65005216299647,738.3627765127873,1351.3993672921595
GE,CEU,35.898701,-5.3731,85.4955091594306,758.0713869260397,1390.087492377724
GE,CSS,34.961102,33.331001,57.68349966946618,590.5518173904813,1069.8898067948924
